in s,C1 in V
-1.8512E-05,4.929E+00
-1.8496E-05,4.919E+00
-1.8480E-05,4.919E+00
-1.8464E-05,4.938E+00
-1.8448E-05,4.909E+00
-1.8432E-05,4.938E+00
-1.8416E-05,4.909E+00
-1.8400E-05,4.919E+00
-1.8384E-05,4.909E+00
-1.8368E-05,4.929E+00
-1.8352E-05,4.929E+00
-1.8336E-05,4.938E+00
-1.8320E-05,4.909E+00
-1.8304E-05,4.987E+00
-1.8288E-05,4.929E+00
-1.8272E-05,4.968E+00
-1.8256E-05,4.948E+00
-1.8240E-05,4.968E+00
-1.8224E-05,4.909E+00
-1.8208E-05,4.929E+00
-1.8192E-05,4.919E+00
-1.8176E-05,4.958E+00
-1.8160E-05,4.929E+00
-1.8144E-05,4.929E+00
-1.8128E-05,4.929E+00
-1.8112E-05,4.938E+00
-1.8096E-05,4.899E+00
-1.8080E-05,4.938E+00
-1.8064E-05,4.909E+00
-1.8048E-05,4.929E+00
-1.8032E-05,4.938E+00
-1.8016E-05,4.929E+00
-1.8000E-05,4.938E+00
-1.7984E-05,4.929E+00
-1.7968E-05,4.938E+00
-1.7952E-05,4.958E+00
-1.7936E-05,4.929E+00
-1.7920E-05,4.929E+00
-1.7904E-05,4.909E+00
-1.7888E-05,4.938E+00
-1.7872E-05,4.948E+00
-1.7856E-05,4.938E+00
-1.7840E-05,4.929E+00
-1.7824E-05,4.938E+00
-1.7808E-05,4.909E+00
-1.7792E-05,4.958E+00
-1.7776E-05,4.938E+00
-1.7760E-05,4.909E+00
-1.7744E-05,4.938E+00
-1.7728E-05,4.938E+00
-1.7712E-05,4.909E+00
-1.7696E-05,4.929E+00
-1.7680E-05,4.929E+00
-1.7664E-05,4.948E+00
-1.7648E-05,4.880E+00
-1.7632E-05,4.968E+00
-1.7616E-05,4.929E+00
-1.7600E-05,4.899E+00
-1.7584E-05,4.919E+00
-1.7568E-05,4.938E+00
-1.7552E-05,4.938E+00
-1.7536E-05,4.938E+00
-1.7520E-05,4.929E+00
-1.7504E-05,4.968E+00
-1.7488E-05,4.909E+00
-1.7472E-05,4.938E+00
-1.7456E-05,4.938E+00
-1.7440E-05,4.919E+00
-1.7424E-05,4.899E+00
-1.7408E-05,4.929E+00
-1.7392E-05,4.929E+00
-1.7376E-05,4.968E+00
-1.7360E-05,4.938E+00
-1.7344E-05,4.929E+00
-1.7328E-05,4.938E+00
-1.7312E-05,4.899E+00
-1.7296E-05,4.929E+00
-1.7280E-05,4.919E+00
-1.7264E-05,4.929E+00
-1.7248E-05,4.938E+00
-1.7232E-05,4.909E+00
-1.7216E-05,4.909E+00
-1.7200E-05,4.909E+00
-1.7184E-05,4.938E+00
-1.7168E-05,4.919E+00
-1.7152E-05,4.968E+00
-1.7136E-05,4.938E+00
-1.7120E-05,4.938E+00
-1.7104E-05,4.938E+00
-1.7088E-05,4.958E+00
-1.7072E-05,4.929E+00
-1.7056E-05,4.909E+00
-1.7040E-05,4.909E+00
-1.7024E-05,4.938E+00
-1.7008E-05,4.919E+00
-1.6992E-05,4.948E+00
-1.6976E-05,4.890E+00
-1.6960E-05,4.929E+00
-1.6944E-05,4.919E+00
-1.6928E-05,4.919E+00
-1.6912E-05,4.929E+00
-1.6896E-05,4.929E+00
-1.6880E-05,4.919E+00
-1.6864E-05,4.919E+00
-1.6848E-05,4.919E+00
-1.6832E-05,4.929E+00
-1.6816E-05,4.929E+00
-1.6800E-05,4.919E+00
-1.6784E-05,4.929E+00
-1.6768E-05,4.919E+00
-1.6752E-05,4.929E+00
-1.6736E-05,4.929E+00
-1.6720E-05,4.919E+00
-1.6704E-05,4.929E+00
-1.6688E-05,4.938E+00
-1.6672E-05,4.929E+00
-1.6656E-05,4.919E+00
-1.6640E-05,4.938E+00
-1.6624E-05,4.890E+00
-1.6608E-05,4.919E+00
-1.6592E-05,4.919E+00
-1.6576E-05,4.929E+00
-1.6560E-05,4.899E+00
-1.6544E-05,4.948E+00
-1.6528E-05,4.938E+00
-1.6512E-05,4.938E+00
-1.6496E-05,4.899E+00
-1.6480E-05,4.909E+00
-1.6464E-05,4.929E+00
-1.6448E-05,4.929E+00
-1.6432E-05,4.938E+00
-1.6416E-05,4.938E+00
-1.6400E-05,4.899E+00
-1.6384E-05,4.938E+00
-1.6368E-05,4.919E+00
-1.6352E-05,4.948E+00
-1.6336E-05,4.919E+00
-1.6320E-05,4.929E+00
-1.6304E-05,4.968E+00
-1.6288E-05,4.919E+00
-1.6272E-05,4.938E+00
-1.6256E-05,4.929E+00
-1.6240E-05,4.929E+00
-1.6224E-05,4.929E+00
-1.6208E-05,4.909E+00
-1.6192E-05,4.929E+00
-1.6176E-05,4.929E+00
-1.6160E-05,4.909E+00
-1.6144E-05,4.938E+00
-1.6128E-05,4.909E+00
-1.6112E-05,4.909E+00
-1.6096E-05,4.948E+00
-1.6080E-05,4.938E+00
-1.6064E-05,4.938E+00
-1.6048E-05,4.899E+00
-1.6032E-05,4.968E+00
-1.6016E-05,4.919E+00
-1.6000E-05,4.948E+00
-1.5984E-05,4.899E+00
-1.5968E-05,4.929E+00
-1.5952E-05,4.909E+00
-1.5936E-05,4.948E+00
-1.5920E-05,4.938E+00
-1.5904E-05,4.899E+00
-1.5888E-05,4.919E+00
-1.5872E-05,4.899E+00
-1.5856E-05,4.909E+00
-1.5840E-05,4.929E+00
-1.5824E-05,4.929E+00
-1.5808E-05,4.909E+00
-1.5792E-05,4.909E+00
-1.5776E-05,4.909E+00
-1.5760E-05,4.909E+00
-1.5744E-05,4.929E+00
-1.5728E-05,4.909E+00
-1.5712E-05,4.899E+00
-1.5696E-05,4.948E+00
-1.5680E-05,4.909E+00
-1.5664E-05,4.909E+00
-1.5648E-05,4.938E+00
-1.5632E-05,4.938E+00
-1.5616E-05,4.958E+00
-1.5600E-05,4.919E+00
-1.5584E-05,4.899E+00
-1.5568E-05,4.948E+00
-1.5552E-05,4.929E+00
-1.5536E-05,4.919E+00
-1.5520E-05,4.938E+00
-1.5504E-05,4.929E+00
-1.5488E-05,4.948E+00
-1.5472E-05,4.929E+00
-1.5456E-05,4.929E+00
-1.5440E-05,4.909E+00
-1.5424E-05,4.899E+00
-1.5408E-05,4.899E+00
-1.5392E-05,4.899E+00
-1.5376E-05,4.929E+00
-1.5360E-05,4.929E+00
-1.5344E-05,4.929E+00
-1.5328E-05,4.909E+00
-1.5312E-05,4.909E+00
-1.5296E-05,4.938E+00
-1.5280E-05,4.909E+00
-1.5264E-05,4.909E+00
-1.5248E-05,4.929E+00
-1.5232E-05,4.929E+00
-1.5216E-05,4.948E+00
-1.5200E-05,4.938E+00
-1.5184E-05,4.948E+00
-1.5168E-05,4.909E+00
-1.5152E-05,4.929E+00
-1.5136E-05,4.929E+00
-1.5120E-05,4.929E+00
-1.5104E-05,4.938E+00
-1.5088E-05,4.958E+00
-1.5072E-05,4.938E+00
-1.5056E-05,4.929E+00
-1.5040E-05,4.909E+00
-1.5024E-05,4.948E+00
-1.5008E-05,4.919E+00
-1.4992E-05,4.929E+00
-1.4976E-05,4.948E+00
-1.4960E-05,4.938E+00
-1.4944E-05,4.938E+00
-1.4928E-05,4.938E+00
-1.4912E-05,4.929E+00
-1.4896E-05,4.909E+00
-1.4880E-05,4.899E+00
-1.4864E-05,4.929E+00
-1.4848E-05,4.938E+00
-1.4832E-05,4.919E+00
-1.4816E-05,4.919E+00
-1.4800E-05,4.938E+00
-1.4784E-05,4.929E+00
-1.4768E-05,4.899E+00
-1.4752E-05,4.899E+00
-1.4736E-05,4.909E+00
-1.4720E-05,4.958E+00
-1.4704E-05,4.938E+00
-1.4688E-05,4.958E+00
-1.4672E-05,4.929E+00
-1.4656E-05,4.929E+00
-1.4640E-05,4.929E+00
-1.4624E-05,4.929E+00
-1.4608E-05,4.938E+00
-1.4592E-05,4.929E+00
-1.4576E-05,4.909E+00
-1.4560E-05,4.899E+00
-1.4544E-05,4.929E+00
-1.4528E-05,4.948E+00
-1.4512E-05,4.899E+00
-1.4496E-05,4.909E+00
-1.4480E-05,4.938E+00
-1.4464E-05,4.938E+00
-1.4448E-05,4.899E+00
-1.4432E-05,4.919E+00
-1.4416E-05,4.929E+00
-1.4400E-05,4.899E+00
-1.4384E-05,4.938E+00
-1.4368E-05,4.919E+00
-1.4352E-05,4.899E+00
-1.4336E-05,4.899E+00
-1.4320E-05,4.938E+00
-1.4304E-05,4.929E+00
-1.4288E-05,4.938E+00
-1.4272E-05,4.909E+00
-1.4256E-05,4.899E+00
-1.4240E-05,4.929E+00
-1.4224E-05,4.938E+00
-1.4208E-05,4.938E+00
-1.4192E-05,4.899E+00
-1.4176E-05,4.909E+00
-1.4160E-05,4.948E+00
-1.4144E-05,4.948E+00
-1.4128E-05,4.929E+00
-1.4112E-05,4.899E+00
-1.4096E-05,4.919E+00
-1.4080E-05,4.919E+00
-1.4064E-05,4.919E+00
-1.4048E-05,4.909E+00
-1.4032E-05,4.929E+00
-1.4016E-05,4.919E+00
-1.4000E-05,4.929E+00
-1.3984E-05,4.929E+00
-1.3968E-05,4.938E+00
-1.3952E-05,4.958E+00
-1.3936E-05,4.909E+00
-1.3920E-05,4.919E+00
-1.3904E-05,4.919E+00
-1.3888E-05,4.938E+00
-1.3872E-05,4.870E+00
-1.3856E-05,4.929E+00
-1.3840E-05,4.909E+00
-1.3824E-05,4.929E+00
-1.3808E-05,4.938E+00
-1.3792E-05,4.958E+00
-1.3776E-05,4.899E+00
-1.3760E-05,4.899E+00
-1.3744E-05,4.938E+00
-1.3728E-05,4.899E+00
-1.3712E-05,4.909E+00
-1.3696E-05,4.909E+00
-1.3680E-05,4.909E+00
-1.3664E-05,4.909E+00
-1.3648E-05,4.919E+00
-1.3632E-05,4.929E+00
-1.3616E-05,4.929E+00
-1.3600E-05,4.919E+00
-1.3584E-05,4.899E+00
-1.3568E-05,4.948E+00
-1.3552E-05,4.899E+00
-1.3536E-05,4.958E+00
-1.3520E-05,4.919E+00
-1.3504E-05,4.919E+00
-1.3488E-05,4.919E+00
-1.3472E-05,4.929E+00
-1.3456E-05,4.948E+00
-1.3440E-05,4.909E+00
-1.3424E-05,4.929E+00
-1.3408E-05,4.880E+00
-1.3392E-05,4.938E+00
-1.3376E-05,4.919E+00
-1.3360E-05,4.929E+00
-1.3344E-05,4.958E+00
-1.3328E-05,4.938E+00
-1.3312E-05,4.919E+00
-1.3296E-05,4.919E+00
-1.3280E-05,4.929E+00
-1.3264E-05,4.909E+00
-1.3248E-05,4.948E+00
-1.3232E-05,4.919E+00
-1.3216E-05,4.938E+00
-1.3200E-05,4.909E+00
-1.3184E-05,4.948E+00
-1.3168E-05,4.938E+00
-1.3152E-05,4.919E+00
-1.3136E-05,4.929E+00
-1.3120E-05,4.938E+00
-1.3104E-05,4.938E+00
-1.3088E-05,4.938E+00
-1.3072E-05,4.890E+00
-1.3056E-05,4.899E+00
-1.3040E-05,4.919E+00
-1.3024E-05,4.880E+00
-1.3008E-05,4.880E+00
-1.2992E-05,4.948E+00
-1.2976E-05,4.929E+00
-1.2960E-05,4.929E+00
-1.2944E-05,4.899E+00
-1.2928E-05,4.929E+00
-1.2912E-05,4.909E+00
-1.2896E-05,4.919E+00
-1.2880E-05,4.899E+00
-1.2864E-05,4.938E+00
-1.2848E-05,4.919E+00
-1.2832E-05,4.919E+00
-1.2816E-05,4.919E+00
-1.2800E-05,4.929E+00
-1.2784E-05,4.899E+00
-1.2768E-05,4.929E+00
-1.2752E-05,4.909E+00
-1.2736E-05,4.919E+00
-1.2720E-05,4.909E+00
-1.2704E-05,4.948E+00
-1.2688E-05,4.948E+00
-1.2672E-05,4.929E+00
-1.2656E-05,4.929E+00
-1.2640E-05,4.909E+00
-1.2624E-05,4.938E+00
-1.2608E-05,4.880E+00
-1.2592E-05,4.899E+00
-1.2576E-05,4.929E+00
-1.2560E-05,4.929E+00
-1.2544E-05,4.929E+00
-1.2528E-05,4.919E+00
-1.2512E-05,4.938E+00
-1.2496E-05,4.880E+00
-1.2480E-05,4.909E+00
-1.2464E-05,4.948E+00
-1.2448E-05,4.909E+00
-1.2432E-05,4.938E+00
-1.2416E-05,4.929E+00
-1.2400E-05,4.929E+00
-1.2384E-05,4.929E+00
-1.2368E-05,4.938E+00
-1.2352E-05,4.938E+00
-1.2336E-05,4.929E+00
-1.2320E-05,4.929E+00
-1.2304E-05,4.890E+00
-1.2288E-05,4.938E+00
-1.2272E-05,4.919E+00
-1.2256E-05,4.948E+00
-1.2240E-05,4.899E+00
-1.2224E-05,4.929E+00
-1.2208E-05,4.899E+00
-1.2192E-05,4.919E+00
-1.2176E-05,4.909E+00
-1.2160E-05,4.929E+00
-1.2144E-05,4.938E+00
-1.2128E-05,4.929E+00
-1.2112E-05,4.899E+00
-1.2096E-05,4.929E+00
-1.2080E-05,4.909E+00
-1.2064E-05,4.938E+00
-1.2048E-05,4.938E+00
-1.2032E-05,4.909E+00
-1.2016E-05,4.919E+00
-1.2000E-05,4.909E+00
-1.1984E-05,4.909E+00
-1.1968E-05,4.958E+00
-1.1952E-05,4.929E+00
-1.1936E-05,4.958E+00
-1.1920E-05,4.899E+00
-1.1904E-05,4.929E+00
-1.1888E-05,4.929E+00
-1.1872E-05,4.919E+00
-1.1856E-05,4.919E+00
-1.1840E-05,4.948E+00
-1.1824E-05,4.890E+00
-1.1808E-05,4.929E+00
-1.1792E-05,4.929E+00
-1.1776E-05,4.938E+00
-1.1760E-05,4.938E+00
-1.1744E-05,4.958E+00
-1.1728E-05,4.899E+00
-1.1712E-05,4.919E+00
-1.1696E-05,4.919E+00
-1.1680E-05,4.919E+00
-1.1664E-05,4.929E+00
-1.1648E-05,4.948E+00
-1.1632E-05,4.899E+00
-1.1616E-05,4.899E+00
-1.1600E-05,4.929E+00
-1.1584E-05,4.909E+00
-1.1568E-05,4.929E+00
-1.1552E-05,4.899E+00
-1.1536E-05,4.929E+00
-1.1520E-05,4.929E+00
-1.1504E-05,4.909E+00
-1.1488E-05,4.929E+00
-1.1472E-05,4.938E+00
-1.1456E-05,4.948E+00
-1.1440E-05,4.929E+00
-1.1424E-05,4.919E+00
-1.1408E-05,4.899E+00
-1.1392E-05,4.909E+00
-1.1376E-05,4.948E+00
-1.1360E-05,4.929E+00
-1.1344E-05,4.929E+00
-1.1328E-05,4.909E+00
-1.1312E-05,4.929E+00
-1.1296E-05,4.929E+00
-1.1280E-05,4.929E+00
-1.1264E-05,4.929E+00
-1.1248E-05,4.929E+00
-1.1232E-05,4.919E+00
-1.1216E-05,4.909E+00
-1.1200E-05,4.909E+00
-1.1184E-05,4.929E+00
-1.1168E-05,4.909E+00
-1.1152E-05,4.938E+00
-1.1136E-05,4.948E+00
-1.1120E-05,4.909E+00
-1.1104E-05,4.919E+00
-1.1088E-05,4.938E+00
-1.1072E-05,4.919E+00
-1.1056E-05,4.919E+00
-1.1040E-05,4.938E+00
-1.1024E-05,4.929E+00
-1.1008E-05,4.929E+00
-1.0992E-05,4.909E+00
-1.0976E-05,4.919E+00
-1.0960E-05,4.919E+00
-1.0944E-05,4.919E+00
-1.0928E-05,4.938E+00
-1.0912E-05,4.938E+00
-1.0896E-05,4.929E+00
-1.0880E-05,4.919E+00
-1.0864E-05,4.899E+00
-1.0848E-05,4.938E+00
-1.0832E-05,4.919E+00
-1.0816E-05,4.909E+00
-1.0800E-05,4.919E+00
-1.0784E-05,4.938E+00
-1.0768E-05,4.909E+00
-1.0752E-05,4.958E+00
-1.0736E-05,4.899E+00
-1.0720E-05,4.938E+00
-1.0704E-05,4.919E+00
-1.0688E-05,4.919E+00
-1.0672E-05,4.909E+00
-1.0656E-05,4.948E+00
-1.0640E-05,4.909E+00
-1.0624E-05,4.929E+00
-1.0608E-05,4.909E+00
-1.0592E-05,4.938E+00
-1.0576E-05,4.919E+00
-1.0560E-05,4.909E+00
-1.0544E-05,4.909E+00
-1.0528E-05,4.938E+00
-1.0512E-05,4.919E+00
-1.0496E-05,4.899E+00
-1.0480E-05,4.938E+00
-1.0464E-05,4.909E+00
-1.0448E-05,4.899E+00
-1.0432E-05,4.909E+00
-1.0416E-05,4.909E+00
-1.0400E-05,4.909E+00
-1.0384E-05,4.909E+00
-1.0368E-05,4.909E+00
-1.0352E-05,4.929E+00
-1.0336E-05,4.929E+00
-1.0320E-05,4.948E+00
-1.0304E-05,4.938E+00
-1.0288E-05,4.909E+00
-1.0272E-05,4.919E+00
-1.0256E-05,4.919E+00
-1.0240E-05,4.909E+00
-1.0224E-05,4.929E+00
-1.0208E-05,4.899E+00
-1.0192E-05,4.909E+00
-1.0176E-05,4.909E+00
-1.0160E-05,4.919E+00
-1.0144E-05,4.938E+00
-1.0128E-05,4.929E+00
-1.0112E-05,4.919E+00
-1.0096E-05,4.899E+00
-1.0080E-05,4.938E+00
-1.0064E-05,4.948E+00
-1.0048E-05,4.909E+00
-1.0032E-05,4.919E+00
-1.0016E-05,4.938E+00
-1.0000E-05,4.929E+00
-9.9840E-06,4.929E+00
-9.9680E-06,4.890E+00
-9.9520E-06,4.909E+00
-9.9360E-06,4.909E+00
-9.9200E-06,4.929E+00
-9.9040E-06,4.909E+00
-9.8880E-06,4.929E+00
-9.8720E-06,4.899E+00
-9.8560E-06,4.899E+00
-9.8400E-06,4.909E+00
-9.8240E-06,4.958E+00
-9.8080E-06,4.909E+00
-9.7920E-06,4.968E+00
-9.7760E-06,4.909E+00
-9.7600E-06,4.958E+00
-9.7440E-06,4.938E+00
-9.7280E-06,4.909E+00
-9.7120E-06,4.909E+00
-9.6960E-06,4.899E+00
-9.6800E-06,4.919E+00
-9.6640E-06,4.929E+00
-9.6480E-06,4.909E+00
-9.6320E-06,4.919E+00
-9.6160E-06,4.938E+00
-9.6000E-06,4.929E+00
-9.5840E-06,4.909E+00
-9.5680E-06,4.899E+00
-9.5520E-06,4.929E+00
-9.5360E-06,4.929E+00
-9.5200E-06,4.929E+00
-9.5040E-06,4.919E+00
-9.4880E-06,4.919E+00
-9.4720E-06,4.890E+00
-9.4560E-06,4.919E+00
-9.4400E-06,4.899E+00
-9.4240E-06,4.948E+00
-9.4080E-06,4.919E+00
-9.3920E-06,4.929E+00
-9.3760E-06,4.929E+00
-9.3600E-06,4.938E+00
-9.3440E-06,4.938E+00
-9.3280E-06,4.909E+00
-9.3120E-06,4.929E+00
-9.2960E-06,4.919E+00
-9.2800E-06,4.958E+00
-9.2640E-06,4.948E+00
-9.2480E-06,4.948E+00
-9.2320E-06,4.919E+00
-9.2160E-06,4.948E+00
-9.2000E-06,4.938E+00
-9.1840E-06,4.919E+00
-9.1680E-06,4.880E+00
-9.1520E-06,4.948E+00
-9.1360E-06,4.929E+00
-9.1200E-06,4.909E+00
-9.1040E-06,4.938E+00
-9.0880E-06,4.899E+00
-9.0720E-06,4.929E+00
-9.0560E-06,4.948E+00
-9.0400E-06,4.919E+00
-9.0240E-06,4.919E+00
-9.0080E-06,4.938E+00
-8.9920E-06,4.899E+00
-8.9760E-06,4.938E+00
-8.9600E-06,4.938E+00
-8.9440E-06,4.909E+00
-8.9280E-06,4.919E+00
-8.9120E-06,4.929E+00
-8.8960E-06,4.929E+00
-8.8800E-06,4.909E+00
-8.8640E-06,4.958E+00
-8.8480E-06,4.919E+00
-8.8320E-06,4.938E+00
-8.8160E-06,4.929E+00
-8.8000E-06,4.919E+00
-8.7840E-06,4.919E+00
-8.7680E-06,4.948E+00
-8.7520E-06,4.929E+00
-8.7360E-06,4.909E+00
-8.7200E-06,4.899E+00
-8.7040E-06,4.899E+00
-8.6880E-06,4.919E+00
-8.6720E-06,4.909E+00
-8.6560E-06,4.909E+00
-8.6400E-06,4.919E+00
-8.6240E-06,4.919E+00
-8.6080E-06,4.929E+00
-8.5920E-06,4.919E+00
-8.5760E-06,4.948E+00
-8.5600E-06,4.919E+00
-8.5440E-06,4.919E+00
-8.5280E-06,4.919E+00
-8.5120E-06,4.968E+00
-8.4960E-06,4.919E+00
-8.4800E-06,4.929E+00
-8.4640E-06,4.909E+00
-8.4480E-06,4.919E+00
-8.4320E-06,4.958E+00
-8.4160E-06,4.938E+00
-8.4000E-06,4.909E+00
-8.3840E-06,4.948E+00
-8.3680E-06,4.929E+00
-8.3520E-06,4.919E+00
-8.3360E-06,4.938E+00
-8.3200E-06,4.948E+00
-8.3040E-06,4.909E+00
-8.2880E-06,4.919E+00
-8.2720E-06,4.909E+00
-8.2560E-06,4.899E+00
-8.2400E-06,4.948E+00
-8.2240E-06,4.938E+00
-8.2080E-06,4.938E+00
-8.1920E-06,4.938E+00
-8.1760E-06,4.919E+00
-8.1600E-06,4.929E+00
-8.1440E-06,4.899E+00
-8.1280E-06,4.929E+00
-8.1120E-06,4.938E+00
-8.0960E-06,4.938E+00
-8.0800E-06,4.938E+00
-8.0640E-06,4.929E+00
-8.0480E-06,4.919E+00
-8.0320E-06,4.929E+00
-8.0160E-06,4.948E+00
-8.0000E-06,4.919E+00
-7.9840E-06,4.890E+00
-7.9680E-06,4.919E+00
-7.9520E-06,4.938E+00
-7.9360E-06,4.899E+00
-7.9200E-06,4.401E+00
-7.9040E-06,6.123E-01
-7.8880E-06,3.613E-02
-7.8720E-06,2.637E-02
-7.8560E-06,-4.199E-02
-7.8400E-06,-2.930E-03
-7.8240E-06,1.660E-02
-7.8080E-06,6.836E-03
-7.7920E-06,-2.930E-03
-7.7760E-06,-3.223E-02
-7.7600E-06,-2.246E-02
-7.7440E-06,-2.930E-03
-7.7280E-06,-2.930E-03
-7.7120E-06,-2.930E-03
-7.6960E-06,2.637E-02
-7.6800E-06,-2.246E-02
-7.6640E-06,1.660E-02
-7.6480E-06,-2.930E-03
-7.6320E-06,-2.930E-03
-7.6160E-06,-2.246E-02
-7.6000E-06,-1.270E-02
-7.5840E-06,2.637E-02
-7.5680E-06,1.660E-02
-7.5520E-06,-1.270E-02
-7.5360E-06,-2.246E-02
-7.5200E-06,-2.930E-03
-7.5040E-06,-2.246E-02
-7.4880E-06,-2.246E-02
-7.4720E-06,-1.270E-02
-7.4560E-06,1.660E-02
-7.4400E-06,6.836E-03
-7.4240E-06,-2.930E-03
-7.4080E-06,1.660E-02
-7.3920E-06,1.660E-02
-7.3760E-06,1.660E-02
-7.3600E-06,1.660E-02
-7.3440E-06,-2.930E-03
-7.3280E-06,-2.246E-02
-7.3120E-06,-1.270E-02
-7.2960E-06,6.836E-03
-7.2800E-06,1.660E-02
-7.2640E-06,6.836E-03
-7.2480E-06,-4.199E-02
-7.2320E-06,1.660E-02
-7.2160E-06,-2.246E-02
-7.2000E-06,2.637E-02
-7.1840E-06,6.836E-03
-7.1680E-06,-2.930E-03
-7.1520E-06,6.836E-03
-7.1360E-06,2.637E-02
-7.1200E-06,-2.930E-03
-7.1040E-06,-2.930E-03
-7.0880E-06,-1.270E-02
-7.0720E-06,-2.930E-03
-7.0560E-06,-2.930E-03
-7.0400E-06,-1.270E-02
-7.0240E-06,1.660E-02
-7.0080E-06,-2.930E-03
-6.9920E-06,-2.930E-03
-6.9760E-06,-2.930E-03
-6.9600E-06,-2.930E-03
-6.9440E-06,3.613E-02
-6.9280E-06,1.660E-02
-6.9120E-06,-2.930E-03
-6.8960E-06,-2.246E-02
-6.8800E-06,4.590E-02
-6.8640E-06,1.660E-02
-6.8480E-06,1.660E-02
-6.8320E-06,-2.930E-03
-6.8160E-06,-1.270E-02
-6.8000E-06,-2.930E-03
-6.7840E-06,6.836E-03
-6.7680E-06,-2.930E-03
-6.7520E-06,4.590E-02
-6.7360E-06,-2.930E-03
-6.7200E-06,1.660E-02
-6.7040E-06,-2.930E-03
-6.6880E-06,-2.930E-03
-6.6720E-06,-2.930E-03
-6.6560E-06,1.660E-02
-6.6400E-06,6.836E-03
-6.6240E-06,1.660E-02
-6.6080E-06,6.836E-03
-6.5920E-06,3.613E-02
-6.5760E-06,1.660E-02
-6.5600E-06,-2.930E-03
-6.5440E-06,1.660E-02
-6.5280E-06,-2.246E-02
-6.5120E-06,-2.930E-03
-6.4960E-06,2.637E-02
-6.4800E-06,-1.270E-02
-6.4640E-06,4.590E-02
-6.4480E-06,6.836E-03
-6.4320E-06,1.660E-02
-6.4160E-06,-1.270E-02
-6.4000E-06,-2.930E-03
-6.3840E-06,6.836E-03
-6.3680E-06,-2.930E-03
-6.3520E-06,2.637E-02
-6.3360E-06,6.836E-03
-6.3200E-06,1.660E-02
-6.3040E-06,-2.930E-03
-6.2880E-06,-2.930E-03
-6.2720E-06,6.836E-03
-6.2560E-06,-2.930E-03
-6.2400E-06,6.836E-03
-6.2240E-06,6.836E-03
-6.2080E-06,-2.930E-03
-6.1920E-06,1.660E-02
-6.1760E-06,-1.270E-02
-6.1600E-06,1.660E-02
-6.1440E-06,-2.930E-03
-6.1280E-06,2.637E-02
-6.1120E-06,2.637E-02
-6.0960E-06,2.637E-02
-6.0800E-06,1.660E-02
-6.0640E-06,1.660E-02
-6.0480E-06,6.836E-03
-6.0320E-06,6.836E-03
-6.0160E-06,2.637E-02
-6.0000E-06,2.637E-02
-5.9840E-06,1.660E-02
-5.9680E-06,2.637E-02
-5.9520E-06,2.637E-02
-5.9360E-06,-1.270E-02
-5.9200E-06,1.660E-02
-5.9040E-06,6.836E-03
-5.8880E-06,6.836E-03
-5.8720E-06,-2.930E-03
-5.8560E-06,1.660E-02
-5.8400E-06,-2.930E-03
-5.8240E-06,6.836E-03
-5.8080E-06,-2.930E-03
-5.7920E-06,-2.930E-03
-5.7760E-06,-2.930E-03
-5.7600E-06,-2.930E-03
-5.7440E-06,5.566E-02
-5.7280E-06,1.660E-02
-5.7120E-06,-1.270E-02
-5.6960E-06,2.637E-02
-5.6800E-06,-2.930E-03
-5.6640E-06,5.566E-02
-5.6480E-06,-2.930E-03
-5.6320E-06,6.836E-03
-5.6160E-06,2.637E-02
-5.6000E-06,2.637E-02
-5.5840E-06,2.637E-02
-5.5680E-06,-2.930E-03
-5.5520E-06,1.660E-02
-5.5360E-06,2.637E-02
-5.5200E-06,-2.930E-03
-5.5040E-06,-2.930E-03
-5.4880E-06,2.637E-02
-5.4720E-06,1.660E-02
-5.4560E-06,-2.930E-03
-5.4400E-06,6.836E-03
-5.4240E-06,6.836E-03
-5.4080E-06,1.660E-02
-5.3920E-06,2.637E-02
-5.3760E-06,2.637E-02
-5.3600E-06,-1.270E-02
-5.3440E-06,1.660E-02
-5.3280E-06,6.836E-03
-5.3120E-06,1.660E-02
-5.2960E-06,-1.270E-02
-5.2800E-06,-2.246E-02
-5.2640E-06,-2.930E-03
-5.2480E-06,6.836E-03
-5.2320E-06,6.836E-03
-5.2160E-06,1.660E-02
-5.2000E-06,-2.930E-03
-5.1840E-06,1.660E-02
-5.1680E-06,-2.930E-03
-5.1520E-06,1.660E-02
-5.1360E-06,6.836E-03
-5.1200E-06,-2.930E-03
-5.1040E-06,-3.223E-02
-5.0880E-06,-2.930E-03
-5.0720E-06,6.836E-03
-5.0560E-06,2.637E-02
-5.0400E-06,1.660E-02
-5.0240E-06,6.836E-03
-5.0080E-06,2.637E-02
-4.9920E-06,6.836E-03
-4.9760E-06,-2.930E-03
-4.9600E-06,-2.930E-03
-4.9440E-06,-2.930E-03
-4.9280E-06,2.637E-02
-4.9120E-06,-2.930E-03
-4.8960E-06,6.836E-03
-4.8800E-06,4.590E-02
-4.8640E-06,2.637E-02
-4.8480E-06,6.836E-03
-4.8320E-06,-2.930E-03
-4.8160E-06,6.836E-03
-4.8000E-06,6.836E-03
-4.7840E-06,6.836E-03
-4.7680E-06,2.637E-02
-4.7520E-06,1.660E-02
-4.7360E-06,6.836E-03
-4.7200E-06,-1.270E-02
-4.7040E-06,3.613E-02
-4.6880E-06,3.613E-02
-4.6720E-06,2.637E-02
-4.6560E-06,3.613E-02
-4.6400E-06,2.637E-02
